"","Type","Model","Status","Lost by","Date","Nearest location","Oryx URL","Source","Geolocation","Tags","Country","GeneralType","lat","lng"
"12","Armoured Fighting Vehicles","MT-LB","Destroyed","Russia",2024-05-22,"Kharkiv oblast","https://i.postimg.cc/t4jVwbdG/1052-MT-LB-destr-22-05-24.jpg","https://t.me/lost_warinua/77655",NA,"Cope cage","Russia","Armor",NA,NA
"13","Armoured Fighting Vehicles","MT-LB","Destroyed","Russia",2024-05-21,"Kharkiv oblast","https://i.postimg.cc/ydkJc8Kc/1018-MT-LB-destr-21-05-24.jpg","https://t.me/lost_warinua/77514",NA,"Loitering","Russia","Armor",NA,NA
"14","Armoured Fighting Vehicles","MT-LB","Destroyed","Russia",2024-05-26,"Shebekino","https://i.postimg.cc/DZr8xQVp/1013-MT-LB-destr-26-05-24.jpg",NA,"50.355669,36.974348","Cope cage","Russia","Armor",50.355669,36.974348
"15","Drones","ZALA 421-16Е reconnaissance UAV","Destroyed","Russia",2024-05-31,"Belgorod oblast",NA,"https://t.me/lost_warinua/78689",NA,NA,"Russia","Drones",NA,NA
"16","Engineering","IMR-2(M) combat engineering vehicle","Damaged or Destroyed","Russia",2024-05-11,"Vergilevka","https://i.postimg.cc/ry1TRTVZ/1050-imr2-dam-11-05-24.jpg","https://t.me/Centr_omega_NGU/2856","50.293444,36.528833","Cope cage","Russia","Engineering",50.293444,36.528833
"17","Engineering","EOV-3521 excavator","Destroyed","Russia",2024-06-01,"Vovchansk",NA,"https://x.com/OSINTua/status/1797288602814058795/photo/4",NA,NA,"Russia","Engineering",NA,NA
"18","Engineering","EOV-3521 excavator","Destroyed","Russia",2024-06-01,"Vovchansk",NA,"https://x.com/OSINTua/status/1797288602814058795/photo/3",NA,NA,"Russia","Engineering",NA,NA
"19","Engineering","EOV-3521 excavator","Destroyed","Russia",2024-06-01,"Vovchansk",NA,"https://x.com/OSINTua/status/1797288602814058795/photo/3",NA,NA,"Russia","Engineering",NA,NA
"20","Engineering","EOV-3521 excavator","Destroyed","Russia",2024-05-31,"Tykhe","https://i.postimg.cc/g2mZXk5b/1045-EOV-3521-excavator-destr-31-05-24.jpg",NA,"50.343267,36.994100",NA,"Russia","Engineering",50.343267,36.9941
"21","Engineering","EOV-3521 excavator","Destroyed","Russia",2024-05-30,"Hatyshche","https://i.postimg.cc/QMn9ygMj/1043-EOV-3521-excavator-destr-30-05-24.jpg","https://t.me/lost_warinua/78581","50.32636,36.88992","Cope cage","Russia","Engineering",50.32636,36.88992
"22","Engineering","EOV-3521 excavator","Destroyed","Russia",2024-05-29,"Vovchansk","https://i.postimg.cc/VLjtkbKF/1044-EOV-3521-excavator-destr-29-05-24.jpg",NA,"50.313907,36.934404","Cope cage","Russia","Engineering",50.313907,36.934404
"23","Engineering","EOV-3521 excavator","Destroyed","Russia",2024-05-28,"Pletenivka","https://i.postimg.cc/YSSLRDMX/1014-EOV-3521-excavator-destr-28-05-24.jpg","https://t.me/lost_warinua/78422","50.336101,36.918968","Cope cage","Russia","Engineering",50.336101,36.918968
"24","Engineering","IMR-2(M) combat engineering vehicle","Destroyed","Russia",2024-05-22,"Hatyshche",NA,"https://x.com/OSINTua/status/1797288951863972203/photo/3","50.316093,36.862156",NA,"Russia","Engineering",50.316093,36.862156
"25","Engineering","KT-L recovery vehicle","Destroyed","Russia",2024-05-26,"Solntsevka","https://i.postimg.cc/tJVqVBVS/1013-KT-L-recovery-vehicle-destr-26-05-24.jpg","https://t.me/lost_warinua/78157","50.285336,36.536747","Cope cage,◇,✕","Russia","Engineering",50.285336,36.536747
"26","Engineering","Ural EOV-3521 excavator","Destroyed","Russia",2024-05-23,"Ohirtseve","https://i.postimg.cc/HL3tmVnD/1063-EOV-3521-excavator-based-on-Ural-4320-destr-23-05-24.jpg","https://t.me/lost_warinua/77743","50.28930,36.81536","∆","Russia","Engineering",50.2893,36.81536
"27","Infantry Mobility Vehicles","AMN-590951 'VPK-Ural' multipurpose armoured vehicle","Destroyed","Russia",2024-05-31,"Vovchansk",NA,"https://x.com/OSINTua/status/1797285179070816426","50.312278,36.949111","◇,✕,Jammer","Russia","Infantry Mobility Vehicles",50.312278,36.949111
"28","Other","5I57(A) diesel power plant or 63T6A converter","Damaged","Russia",2024-06-02,"Kiselevo",NA,"https://t.me/lost_warinua/78921","50.735535,36.735985",NA,"Russia","Other",50.735535,36.735985
"29","Other","5I57(A) diesel power plant or 63T6A converter","Destroyed","Russia",2024-06-02,"Kiselevo",NA,"https://t.me/lost_warinua/78918","50.735535,36.735985",NA,"Russia","Other",50.735535,36.735985
"30","Other","Unknown vehicle","Destroyed","Russia",2024-05-17,"Zhuravlevka",NA,"https://t.me/lost_warinua/77177","50.3274854655,36.383998864",NA,"Russia","Other",50.3274854655,36.383998864
"31","Radars and Jammers","92N6A engagement radar (for 40P6 S-400 'Triumf')","Damaged","Russia",2024-06-02,"Kiselevo",NA,"https://t.me/lost_warinua/78921","50.735535,36.735985",NA,"Russia","Radars and Jammers",50.735535,36.735985
"32","Tanks","T-62 *","Destroyed","Russia",2024-05-16,"Starytsia","https://i.postimg.cc/65vqSf6f/1021-unkn-t62-destr-16-05-24.jpg","https://www.instagram.com/reel/C7ByTlCt33w/","50.246062,36.805333",NA,"Russia","Armor",50.246062,36.805333
"33","Tanks","T-62M Obr. 2022","Destroyed","Russia",2024-06-02,"Starytsia",NA,"https://t.me/lost_warinua/78862","50.243389,36.788833",NA,"Russia","Armor",50.243389,36.788833
"34","Tanks","T-72B3","Destroyed","Russia",2024-05-19,"Vovchansk",NA,"https://twitter.com/OSINTua/status/1792115291800969638","50.307544,36.923517","Turretless,Cope cage","Russia","Armor",50.307544,36.923517
"35","Tanks","T-72B3","Destroyed","Russia",2024-05-19,"Vovchansk",NA,"https://twitter.com/OSINTua/status/1792115291800969638","50.301938,36.92324","Turretless","Russia","Armor",50.301938,36.92324
"36","Tanks","T-72B3","Destroyed","Russia",2024-05-15,"Vovchansk","https://i.postimg.cc/8kLYHPDt/1010-t72b-obr1989-destr-15-05-24.jpg","https://t.me/ButusovPlus/10298","50.300991,36.924138","Cope cage","Russia","Armor",50.300991,36.924138
"37","Tanks","T-80 *","Destroyed","Russia",2024-05-15,"Vovchansk","https://i.postimg.cc/T3NNwKqY/1012-unkn-t80-destr-15-05-24.jpg","https://t.me/ButusovPlus/10298","50.3006,36.92107","Cope cage","Russia","Armor",50.3006,36.92107
"38","Tanks","T-80BV","Destroyed","Russia",2024-05-25,"Kharkiv oblast",NA,"https://t.me/lost_warinua/77974",NA,"Cope cage,Improvised","Russia","Armor",NA,NA
"39","Tanks","Unknown tank","Destroyed","Russia",2024-06-02,"Vovchansk",NA,"https://x.com/OSINTua/status/1797288951863972203/photo/1",NA,"Cope cage","Russia","Armor",NA,NA
"40","Tanks","Unknown tank","Destroyed","Russia",2024-05-28,"Lyptsi",NA,"https://www.facebook.com/photo/?fbid=1786316145207449&set=a.124672894705124",NA,"Cope cage","Russia","Armor",NA,NA
"41","Transport","BAZ-69092","Damaged","Russia",2024-06-02,"Kiselevo",NA,"https://t.me/lost_warinua/78921","50.735535,36.735985",NA,"Russia","Transport",50.735535,36.735985
"42","Transport","BAZ-69092","Destroyed","Russia",2024-06-02,"Kiselevo",NA,"https://t.me/lost_warinua/78918","50.735535,36.735985",NA,"Russia","Transport",50.735535,36.735985
"43","Transport","KamAZ 6x6","Destroyed","Russia",2024-05-23,"Kharkiv oblast","https://i.postimg.cc/tgJX1LNz/1000-Kam-AZ-6x6-destr-28-05-24.jpg","https://t.me/lost_warinua/78385",NA,"Z,Loitering","Russia","Transport",NA,NA
"44","Transport","KamAZ-65117","Destroyed","Russia",2024-05-30,"Belgorod oblast","https://i.postimg.cc/FF3hJb3w/1034-Kam-AZ-65117-destr-30-05-24.jpg","https://t.me/lost_warinua/78512",NA,NA,"Russia","Transport",NA,NA
"45","Transport","KamAZ-65221-22","Destroyed","Russia",2024-05-28,"Podkopaevka","https://i.postimg.cc/WzGjLjss/1003-Kam-AZ-65221-22-destr-28-05-24.jpg","https://t.me/lost_warinua/78354","50.79188,37.16945",NA,"Russia","Transport",50.79188,37.16945
"46","Transport","Ural-4320","Destroyed","Russia",2024-05-21,"Kharkiv oblast","https://i.postimg.cc/qM4NbXHM/1031-Ural-4320-destr-21-05-24.jpg","https://t.me/lost_warinua/77557",NA,"Loitering","Russia","Transport",NA,NA
"47","Transport","Ural-4320","Destroyed","Russia",2024-05-31,"Shebekino",NA,"https://x.com/OSINTua/status/1797288602814058795/photo/2","50.349407,36.985518",NA,"Russia","Transport",50.349407,36.985518
"48","Anti-aircraft systems","9A310M1 TELAR (for 9K37M1 'Buk-M1')","Destroyed","Ukraine",2024-05-10,"Cherkaska Lozova","https://i.postimg.cc/C5nGhKJt/2013-9-A310-M1-TELAR-for-9-K37-M1-Buk-M1-destr-10-05-24.jpg","https://t.me/lost_warinua/76255",NA,"Loitering,Improvised","Ukraine","Anti-aircraft systems",NA,NA
"49","Armoured Fighting Vehicles","M1126 Stryker infantry carrier vehicle","Destroyed","Ukraine",2024-05-31,"Vovchansk",NA,"https://x.com/OSINTua/status/1797288052848513073","50.295333,36.966917",NA,"Ukraine","Armor",50.295333,36.966917
"50","Armoured Fighting Vehicles","YPR-765","Destroyed","Ukraine",2024-05-11,"Vovchansk","https://i.postimg.cc/zvsFDxwQ/2012-YPR-765-destr-11-05-24.jpg","https://t.me/lost_warinua/76421","50.304472,36.931944",NA,"Ukraine","Armor",50.304472,36.931944
"51","Drones","Leleka-100' reconnaissance UAV","Destroyed","Ukraine",2024-05-12,"Belgorod oblast","https://i.postimg.cc/qMd9LrCW/2020-leleka100-destr-12-05-24.jpg","https://t.me/lost_warinua/76565",NA,NA,"Ukraine","Drones",NA,NA
"52","Infantry Mobility Vehicles","Roshel Senator MRAP","Captured","Ukraine",2024-05-26,"Kharkiv oblast",NA,"https://t.me/lost_warinua/78164",NA,NA,"Ukraine","Infantry Mobility Vehicles",NA,NA
"53","Infantry Mobility Vehicles","M1114/M1151 HMMWV","Damaged","Ukraine",2024-05-16,"Vovchansk",NA,"https://t.me/lost_warinua/77000","50.263859,36.920652","Damaged,Flipped","Ukraine","Infantry Mobility Vehicles",50.263859,36.920652
"54","Infantry Mobility Vehicles","Roshel Senator MRAP","Damaged or Destroyed","Ukraine",2024-05-15,"Vovchansk","https://i.postimg.cc/6qn8GH30/2029-Roshel-Senator-dam-aband-15-05-24.jpg","https://t.me/lost_warinua/76862","50.300444,36.911528","Damaged","Ukraine","Infantry Mobility Vehicles",50.300444,36.911528
"55","Infantry Mobility Vehicles","LC-79 APC-SH Fighter 2","Destroyed","Ukraine",2024-05-28,"Vovchansk","https://i.postimg.cc/L5fzTFyL/2000-LC-79-APC-SH-Fighter-2-destr-28-05-24.jpg","https://t.me/lost_warinua/78366",NA,NA,"Ukraine","Infantry Mobility Vehicles",NA,NA
"56","Infantry Mobility Vehicles","M1152 HMMWV","Destroyed","Ukraine",2024-05-23,"Kharkiv oblast","https://i.postimg.cc/bwSG5Mbj/2016-M1152-HMMWV-destr-23-05-24.jpg","https://t.me/lost_warinua/77750",NA,NA,"Ukraine","Infantry Mobility Vehicles",NA,NA
"57","Infantry Mobility Vehicles","Roshel Senator MRAP","Destroyed","Ukraine",2024-05-31,"Vovchansk",NA,"https://t.me/lost_warinua/78738","50.275778,36.942306",NA,"Ukraine","Infantry Mobility Vehicles",50.275778,36.942306
"58","Multiple rocket launchers","122mm 2B17 BM-21 'Grad'","Damaged","Ukraine",2024-05-14,"Kharkiv","https://i.postimg.cc/T25xJLcZ/2021-2-B17-BM-21-Grad-dam-14-05-24.jpg","https://t.me/lost_warinua/76853","50.069224,36.342045","Loitering","Ukraine","Multiple rocket launchers",50.069224,36.342045
"59","Multiple rocket launchers","122mm 2B17 BM-21 'Grad'","Damaged","Ukraine",2024-05-26,"Kharkiv oblast",NA,"https://t.me/lost_warinua/78041",NA,"Loitering","Ukraine","Multiple rocket launchers",NA,NA
"60","Multiple rocket launchers","Unknown MRL","Damaged","Ukraine",2024-05-11,"Tsyrkuny","https://i.postimg.cc/mZ0bWK1S/2002-Unknown-vehicle-destr-11-05-24.jpg","https://t.me/lost_warinua/76341","50.093937,36.401336",NA,"Ukraine","Multiple rocket launchers",50.093937,36.401336
"61","Multiple rocket launchers","122mm 2B17 BM-21 'Grad'","Destroyed","Ukraine",2024-05-17,"Shevchenkove",NA,"https://t.me/lost_warinua/77157","50.172917,37.042083","Shattered,Loitering","Ukraine","Multiple rocket launchers",50.172917,37.042083
"62","Multiple rocket launchers","122mm 2B17 BM-21 'Grad'","Destroyed","Ukraine",2024-05-15,"Kharkiv oblast","https://i.postimg.cc/jjqKHM8X/2019-2-B17-BM-21-Grad-destr-15-05-24.jpg","https://t.me/lost_warinua/76876",NA,"Loitering","Ukraine","Multiple rocket launchers",NA,NA
"63","Multiple rocket launchers","122mm 2B17 BM-21 'Grad'","Destroyed","Ukraine",2024-05-14,"Velyki Prokhody","https://i.postimg.cc/pT4HtRPG/2010-2-B17-BM-21-Grad-destr-14-05-24.jpg","https://t.me/lost_warinua/76671","50.205325,36.277907","Loitering,Shattered","Ukraine","Multiple rocket launchers",50.205325,36.277907
"64","Multiple rocket launchers","122mm 2B17 BM-21 'Grad'","Destroyed","Ukraine",2024-05-21,"Shevchenkove","https://i.postimg.cc/QtJKbT79/2002-2-B17-BM-21-Grad-destr-21-05-24.jpg","https://t.me/lost_warinua/77475","50.171656,37.022504","Shattered,Loitering","Ukraine","Multiple rocket launchers",50.171656,37.022504
"65","Multiple rocket launchers","M1152 HMMWV with 128mm RAK-12 MLRS","Destroyed","Ukraine",2024-05-15,"Lyman (Vovchansk hromada)","https://i.postimg.cc/8zST5pMx/2018-M1152-HMMWV-with-128mm-RAK-12-MLRS-destr-15-05-24.jpg","https://t.me/lost_warinua/76848","50.238094,36.909488","Loitering","Ukraine","Multiple rocket launchers",50.238094,36.909488
"66","Multiple rocket launchers","M1152 HMMWV with 128mm RAK-12 MLRS","Destroyed","Ukraine",2024-05-13,"Symynivka","https://i.postimg.cc/44cDVynz/2019-M1152-HMMWV-with-128mm-RAK-12-MLRS-destr-13-05-24.jpg","https://t.me/lost_warinua/76616","50.228944,36.910139","Loitering","Ukraine","Multiple rocket launchers",50.228944,36.910139
"67","Self-propelled artillery","122mm 2S1 'Gvozdika'","Damaged","Ukraine",2024-05-18,"Zarichne",NA,"https://t.me/rusich_army/14718","50.076727,36.875288","Loitering","Ukraine","Artillery",50.076727,36.875288
"68","Self-propelled artillery","122mm 2S1 'Gvozdika'","Damaged","Ukraine",2024-05-24,"Kharkiv oblast",NA,"https://t.me/warriorofnorth/567",NA,NA,"Ukraine","Artillery",NA,NA
"69","Self-propelled artillery","155mm 2S22 'Bohdana' 4.0","Damaged","Ukraine",2024-05-17,"Sosnovyi Bir",NA,"https://t.me/lost_warinua/77109","50.162138,36.889237","Cope cage,Loitering","Ukraine","Artillery",50.162138,36.889237
"70","Self-propelled artillery","155mm 2S22 'Bohdana' 3.0","Destroyed","Ukraine",2024-05-14,"Shevchenkove","https://i.postimg.cc/prRtdpMT/2014-2-S22-Bohdana-3-0-destr-14-05-24.jpg","https://t.me/lost_warinua/76727","50.158111,37.080556","Loitering,Cope cage","Ukraine","Artillery",50.158111,37.080556
"71","Self-propelled artillery","155mm 2S22 'Bohdana' 3.0","Destroyed","Ukraine",2024-05-11,"Borshchova","https://i.postimg.cc/rytkjgZR/2009-155mm-2-S22-Bohdana-3-0-destr-11-05-24.jpg","https://t.me/lost_warinua/76479","50.166603,36.425508","Cope cage,Loitering","Ukraine","Artillery",50.166603,36.425508
"72","Self-propelled artillery","155mm 2S22 'Bohdana' 3.0","Destroyed","Ukraine",2024-05-10,"Borshchova","https://i.postimg.cc/kD30TkL6/2014-155mm-2-S22-Bohdana-3-0-destr-10-05-24.jpg","https://t.me/lost_warinua/76284","50.160463,36.413223","Loitering","Ukraine","Artillery",50.160463,36.413223
"73","Self-propelled artillery","Unknown SPG","Destroyed","Ukraine",2024-05-28,"Kharkiv oblast",NA,"https://t.me/lost_warinua/78346",NA,NA,"Ukraine","Artillery",NA,NA
"74","Tanks","T-64BV","Destroyed","Ukraine",2024-05-16,"Vovchansk",NA,"https://t.me/lost_warinua/77007","50.266835,36.926024",NA,"Ukraine","Armor",50.266835,36.926024
"75","Tanks","T-64BV","Destroyed","Ukraine",2024-05-15,"Vovchansk",NA,"https://t.me/lost_warinua/77041","50.268245,36.928498","Turretless","Ukraine","Armor",50.268245,36.928498
"76","Tanks","T-64BV","Destroyed","Ukraine",2024-05-26,"Kharkiv oblast",NA,"https://t.me/lost_warinua/78086",NA,"Loitering","Ukraine","Armor",NA,NA
"77","Tanks","T-64BV Zr. 2017","Destroyed","Ukraine",2024-05-17,"Kharkiv oblast",NA,"https://www.scmp.com/news/world/europe/article/3263040/ukraine-war-putin-probes-weaknesses-while-zelensky-plugs-gaps-his-defences?module=Europe&pgtype=section",NA,"Mine plow/roller","Ukraine","Armor",NA,NA
"78","Tanks","T-64BV Zr. 2017","Destroyed","Ukraine",2024-05-11,"Lyptsi","https://i.postimg.cc/j5QVbs3J/2011-t64bv-destr-11-05-24.jpg","https://t.me/lost_warinua/76375",NA,NA,"Ukraine","Armor",NA,NA
"79","Tanks","Unknown tank","Destroyed","Ukraine",2024-05-23,"Ternova (Lyptsi hromada)","https://i.postimg.cc/NM701vXQ/2014-Unknown-tank-destr-23-05-24.jpg","https://t.me/lost_warinua/77828","50.16775,36.656583",NA,"Ukraine","Armor",50.16775,36.656583
"80","Tanks","Unknown tank","Destroyed","Ukraine",2024-06-02,"Kharkiv oblast",NA,"https://t.me/lost_warinua/78817",NA,"Loitering","Ukraine","Armor",NA,NA
